id	review	label
10227204	처음부터 끝까지 눈물로 봤어요 제가 눈물이 많긴 한데 완전 감동...ㅠㅠ	1
8989693	내인생을 바꾼 최고의영화	1
6349362	배경시대 미국 역사를 모르니 재미가없는...........	0
5569375	가족이란 참 아이러니하게 서로에게 상처를 주죠 상처를 어루만져주는것도 가족	1
84954	내게 외계인에 대한 나쁜인상을 심어준 첫TV물.	1
8543510	007 영화 중 가장 최악이라 생각되는 작품. 미란다 때문에 끝까지 봤지만 고역이었다.	0
4418015	최고..	1
8961845	왜케평점이높지?? 억지웃음유발..	0
7456964	자신의 오픈마인드를 시험해볼 수 있는 영화	1
8886905	영화가 끝나도 여운이 끝나지 않는다... 모짜르트... 손바닥만 비빌줄 알았어도..	1
9688750	멍멍이같은 멍멍이 영화	0
3901980	영화내용 자체 보다는 [데니스로드맨] 출연의 [유명세] 마케팅에만 치중한듯.	0
8565060	별로 재미 없는 영화!!!	0
7429350	이걸 만든넘 그 용깅에 10점을 준다 영화계에서 매장시켜버려라.. x같은 영화가 있다는걸 알려라	1
9970382	록키의 헝그리정신 마지막에 에드리안을 부르짓는 모습 감동이다	1
9262956	내가 살고있는 세계와 지구라는 공간, 우주라는 공간에 대한 우리의 인식의 변화와 실체에 대해서 생각해 볼 수있는 영화. 왠지 가상세계지만 우리가 살고있는 세계에도 적용시켜 볼 수있을것같다 흥미로운 영화임	1
8637203	코난 간만에 봤는데 재밌다	1
8822017	영화는 둘째치고, 디카프리오의 연기와 리즈시절 외모는 미쳤다.	1
6072225	개->늙은이=>젊은이=>젊은과부 무 에서 유로 유에서 무로...	1
5495988	언제봐도 좋아좋아..^^	1
4846414	흡사 스타쉽 트루퍼스 패러디 X무비를 보는 듯한 느낌?	0
4271963	시로우마사무네 원작을 잘 살린 느낌...오시이마모루와 비교는 좀 이제 그만...	1
8562334	진짜 최고.ㅋ 10자...	1
9807998	제목때문인가요????	0
6415547	나의 영원한 로망	1
4910904	그녀는 하나의 별	0
1341774	1빠 ㅋㅋㅋ	1
7904450	한국인이 모두 나쁘고불친절하고개념없는 사람은아닙니다. 한국인이 나쁜게아니라 단지그런사람들이한국에도있을뿐... 한국인비하가심하네요. 한국인으로써 썩기분좋은 영화는 아님. 이 영화 만든 이유가 동남아인권단체에서 한국인을 비난하기위함인가? 평점0점이없네요!	0
3896099	음악, 영상은 좋지만- 여주인공의 성격과 스토리의 개연성 부족. 기독교인에게는 추천	0
9215024	솔직히 비디오 대여비가 아까웠던 영화였다!!	0
7534041	그냥 안봣눈데 튜표할래욧!!ㅎ	0
9472584	내용이 완전 지멋대로;; 뭐 이따위임?	0
9871713	다 보아라 모두들 보고 즐겨라 생각보다 감동은 덜하다	1
3554363	개인적으로 벅스라이프보다 재미게 본 영화 지금도 가끔 예전생각하며 다시보는 ㅎㅎ	1
8502391	원주율 만들자 우라ㅋㅋ	0
2983700	솔찍히 이것보다더 잘만든 한국 sf영화는 없었다.	1
8772114	아 다시보지 못해서 어쩌나 ㅠㅠ	0
8359903	만화와 다른설정이 그리 좋은설정이라고 느껴지지 않는다. 컬트무비네. 너무 감정과잉의 대사로만 해결하려하다니. 성의가 음슴	0
856309	짱나ㅡㅡ;;	0
9979463	기왕에 망가진거 재미라도 좀 살렸다면....	0
8694406	김지영(인호엄마)님의 연기력 캬!	1
9962740	재밌어요끝까지 보셔야 이해할 수 있어요	1
9419377	정말 좋은 영화네요 아이들의 순진한 모습과 밝고 명량한 모습이 보기 정말 좋네요.	1
854541	끝까지 보는 사람이 대단할 정도	0
8205328	nothing and nothing	0
7512149	OST가 좋은것 이외에는 볼게 없는애니	0
1529681	오웬윌슨과의 쿵짝.. 별로인걸	1
9770156	상당히 많은 것을 내포하고 있는 영화.	0
9815821	빈디젤!!! 실망시키지않습니다	1
8379658	마음이 무겁다....	1
5534926	군함의 한정된 공간에서 펼쳐지는 테러와의 전쟁. 절대 죽지않는 주인공의 통쾌한 액션.	1
8191586	포스터떄문에 낚임...	0
6883178	걸작 호러영화. 두번 보고 세번 봐라. 옆에 있는 사람은 깨워서 봐라. 옆에 있는 사람도 두번보게 만들어라.	1
8457746	영문 이름은 The Possession Of David O'Reilly 인데 이게 어떻게 '파라노말 포제션'으로 번역되었는지 모르겠다. 아마 영화 배급사가 파라노말 액티비티 명성 팔아먹어서 이 영화 홍보하려고 한 짓인가 본데 이거 제목 표절 아님?	0
204853	어떻게 보면 철학적이고 어떻게 보면 짜증나는 영화입니다..	0
9339378	REC시리즈에 찬물을 끼얹는듯한 작품이다.기존에 있던 기대와 명성을 깎아 내린듯 하다.핸드헬드기법은 REC의 감초같은 역할인데 그런점을 살리지 못할 뿐더러 특유의 스릴감 긴장감이 보이지 않았다.	0
10018831	1점도 아까움킬링타임용도 가치도 안됌 ㄷㄷㄷㄷ	0
6394220	이런 영화가 있는지 난생 처음 알았다.	0
751762	이후로 이런 영화는 쓰레기.	0
6334636	재밌으면서도 감동적이었어요!!ㅋㅋ	1
10217515	액션을 바랬다가 1점을 주는건지... 기준에 안들어 재미없으면 1점 영화라고 생각하는 사람들이 많아보여 한심하다	1
2360735	이거 보면서 웃기도하고 울기도하고 감동먹기도 하였다. .	1
9022664	ㅡㅡ 뭐임이게 넌 나에게 똥을줬어	0
1073200	야 저놈이랑 박은혜 나와 음하하핳	0
9907188	여러 생각을 하게 만드는 영화네	1
7186271	보는내내 욕나옴 배우들아니였으면 안봣을영화. 배우들이 연기만 볼만하고 그게 끝. 뭐가재밌죠? 밑에 님말에 공감 뭐가 10점짜리라는건지.... 빵점주고싶네여 빵!	0
3228513	확실히 1편보다 너무나도 못한 2편	0
3167467	15년전애니라니.. 우리나라에서 15년 후엔 가능할까. 일본은 싫으나..	1
5995964	집에 뭐 두고온것처럼 허전한 느낌?	0
9998402	애니메이션 원작 좀 그만 좀 말아먹어라일본 영화 특유의 군내에다 원작 반의 반도 못 살린 센스	0
1003285	역시 김석훈은 영화에서는 차인표와 같이 힘들구나	0
9906143	공금횡령으로 장난치는 격.	0
8464487	보지마라진짜최악의 영화	0
5970512	노인은 역사.... 아이가 그런 어른한테서 좋은 배움 얻어가며 커가는 따뜻한 영화	1
9643697	감독이 꼴리는대로 멋대로 찍은 듯. 따라준 배우들이 불쌍하다.	0
9956117	와 이편부터조각들이이어지네	1
9225801	달달한 순정만화같은 영화. 배경도 사랑도 애틋하고 아름다와요.	1
9317518	재미읍다..말장난만 겁나 하고..	0
6779646	오프닝엿같네보다바로껏네ㅡㅡ역겨워	0
2443950	80년대 애니매이션중 단독 1위의 시청률을 갱신한 작품;	1
4903284	스텝업1을 많이 따라한감이 있지만 좋은 음악과 춤 좋은 헤피엔딩이다.	1
7473539	인도영화, 넘 좋음!!!!! 그들의 정서는 어떠한 상황에서든 밝음을 유지해서 더 좋음...ㅠㅠ	1
8682860	내인생 최고의 영화중 하나...다시봐도 마지막 장면에선 먼가가 가슴속을 뒤흔든다.. 이런게 정말 영화다라고 느끼게 만들어준 영화....	1
4929809	히트 시즌2 안 나오나요?출연진 그대로 해서 시즌 2강추요ㅜㅜ	1
5985243	소지섭 나온거라 왠만하면 끝까지 다 볼려고 했는데 도저히 못 보겠네	0
10217416	다크나이트 라이즈 최고의 영화;;;	1
9604372	영화 스토리도 별로 코믹 유머도 별로 없고 김윤혜 뭐임 소녀에선 좋드만 [점쟁이들]에서 연기 최악 그래도 강예원의 연기는 좀 좋았음	0
1676428	너무슬펐던영화, 인디안썸머를알게해준영화	1
8588489	트루먼쇼(the truman show)인줄 알았는데 트루맛 쇼ㅋㅋㅋㅋ	0
7314895	완전짱!!!지금도보고있는데화났다가,울었다가,웃습니다!!^^아~~~!!!,ㅠㅠ흐규흐규~,하하하^^!!!	1
6992878	난 1점은 잘 안주는데.. 보고나서 깊은 빡침을 느낀건 오랜만이여서 어쩔 수 없네 영화코스프레를 시도했지만 그것도 실패한거 같아	0
10126801	"""""""우리 아이에게는 장애가 있어요""""가 이 영화의 명대사라고 자부하지만 국민의 사회적인식 수준을 현저히 떨어뜨리는 악대사였다. (장애인이 여성의 엉덩이를 만진 장면) 장애인에게는 인간의 기본 욕구인 성욕이라는 게 전혀 없고 오로지 순수함에.(글자수부족)"""	0
4016193	난 이거 책으로도 봤는데 정말 재밌기도하지만 엔딩은정말 최고다!	1
134798	또보고또봐도가슴뛰는영화	0
3930254	이야 역시 강연의 힘인가요감독님 3점이 아니라5점이내요 또한번 뵙고싶어요 강연굳	1
3918184	너무웃기고 오싹해요!~	1
7318286	하긴...뽀로로가좋아서보는사람들한테는최고의선물이겟다만난...뽀로로는걍딱히좋지도않고..싫지도않고	0
3028537	뭘 말하려고 하는지 모르겠음. 답답하고 멍함.여자주인공이해안감. 최악의 영화	0
8014418	답 없다 ㄷㄷ	0
9304884	드라마 참 질질 끄네~ 이제대충하고 끝내지.이화영 악쓸때 목소리째지는소리 진짜듣기싫네..드라마 지루하네...	0
4282247	별로 재미없다 ㅋㅋ	0
9950786	김창완 인생 최대의 실수!	0
1530879	상당한 내공의 영화, 봐도봐도 지치지 않는	1
2302188	지루	0
7672353	1편부터 변함없는 유치한 스토리 개그	0
3950034	완젼 졸림...................	0
9156807	아 ㅅㅂ,, 1편은 한국영화중 그나마 괜찮았는데,, 이거는 머냐?시트콤이랑 차이점이 머고???	0
9253193	물체가 움직이거나 어떤 일이 진행되는 빠르기	0
8715883	노잼,보아가연기하면무조건망한다♨♨♨♨	0
5987848	굿	1
1370053	단순한 스토리지만 큰 지루함은 없다	0
8552222	초등학교때 정말 재밌게 봤던 영화입니다 2편이 더 재밌네요 감동적이고	1
4901751	애니메이션만의 장점만 죽였다.	0
6116977	왠만한 영화보다 훨 재밌네여	1
9110032	예고에서 떡밥을 던지는데 그게 반전이라니 재밌게보았다	1
8853994	웰메이드..아역도 훌륭했고	1
5548864	하아................................. 이게영화인지의문이네	0
8023144	평점 9점은 오버인듯..	0
7229572	피해자를 괴롭힌 경찰놈들도 역겨운데 그 위에 날뛰는 가짜 FBI...정말 기분 드럽다.	0
9312470	와, 어떻게 연기를 이렇게 못하지 ㄷㄷ;	0
9630282	당시에 극장에서 안본게 다행이다.	0
7472695	3류 허접한 영화	0
8820120	그들이 더럽히고, 아프게 하고, 죽인 것에 분노한다면 이와 같이 일어날 사람이 있는가? 잘못된 것을 잘못됬다고 말 할 줄아는 용기가 필요한 이 세계, 정의 편에 서서 의로운 승리를 이끈 좋은 표본. 거짓으로 덮으려는 행위를 향해 날리는 강한 편치 한방	1
9452227	개인적으로 굉장히 재밌게 봤어요	1
7902230	@오떼블랑(bear****) 너 같은 스포일러 때문에 가끔 폭력충동이 인다. 머리 모자란 놈..ㅉㅉ	0
9998507	와 정말 재밌네요 근데 이게 2004년 영화;;	1
8635951	이러니까 평점에 낚이면 안 된다는거여	0
4634884	원작에 비해 너무나도 공포도 긴장감도 떨어진다.시간때우기용	0
3065933	기대이하 수준이하의 영화였다.....네이버 평점 믿을만 못하구나	0
3782324	서든도안해봤나 샷건은 근접에서쏴야지, 글고 헤드샷노려라. 평점8점	1
7108903	제작비가 아까운 영화;;;왕가슴은 담배는 왜피는거냐? 불필요한 설정과 장면;;;ㅉㅉㅉㅉㅉ저거 보고 배우란거냐 뭐냐?;;이러니 망하지.;;	0
8534394	이거보다 웃긴 영화를 보질 못했다.	1
6238264	아름답고 슬프다	1
6283247	표적 없는 총질	0
8348727	태민 나은을 해체 하다니 .다시는 우결 보나봐라	0
6252521	재미있습니다!! 어머니와 열심히 보고 있어요~~~ ^^	1
4763583	산만하고... 유쾌하지도 않고... 정신 사납고...	0
10159457	어린시절 아무것도 모르고 본 영화.. 내용 너무 슬프다. 일본아 착각하지마라 절대 너네가 잘했다고 10점 주는건 아니다. 단지 세이타와 세츠코가 너무나 불쌍하고 안쓰럽기 때문이다. 너네아픈줄 알면 남 아픈것도 좀 생각하자..	1
9124200	지금 보면 조금 촌스럽고, 어둡고, 어렵게 느껴질수도 있다. 하지만 그게 배트맨 아니더냐	1
8837328	박하선느님 사랑해요ㅎㅎㅎ	1
9488720	액션으로 채우기엔 뭔가 허전한 공포와 코미디의 빈자리	0
9895515	존말코비치의 연기가 인상적.	1
6009158	앙꼬 없는 찐빵보다 더 나쁜 건 긴장감 없는 스릴러	0
2919253	실제 삶의 모습은 이 영화와 같이 구질구질하다. 하지만 뭐 별 수 있나..	1
10117407	미야자키 하야오 감독님은 믿고 보는거죠. 어떻게 이런 퀄리티의 영화를... 많은 생각을 하게되는 많은 뜻이 담긴 애니메이션이네요. 좋은 영화 정말 감사합니다. 별점만 주기 너무나 아까운 그런 영화네요. 제가 할 수 있는게 리뷰다는 것 뿐이니..	1
8346021	트레버로 부터 받은 메세지..	1
9747328	이거 평점 낮게 준 놈들 다 개 싫어하나 보지? 그럼 개나오는 영화나 드라마 영원히 보지마라	1
9127020	내가하면 로맨스요 남이하면 불륜이니라	0
7214530	원작에서 자베르도 불쌍한 사람들 중 한명이었다. 감옥에서 태어나 사회악을 증오하고 심판하지만 자신을 너무 옭아매는 바람에 결국 장발장의 용서에 의해 무너져 내려 자살하고 마는 비운의 인물. 그러나 여기서 그를 최종보스로 밖에 표현 안해 너무 아쉽다.	0
8719921	나는 재미있게 봤다옛날 생각도 나고 1000원만 있으면 많은걸 사먹을수 있었을때가진짜 좋았는데여기저기서 딱지 치는소리 오락기소리 그립다...	1
2777923	그냥 볼만함 ..	1
1580380	1점준 인간들 뭐지?? 국내 3류조폭영화는 10점줄 인간들......	1
9822260	이런 또 왜이리 지루하냐. 여자문제로 늘어진다.	0
6398462	시간낭비	0
7187837	오래사귄 커플에대한 자세한 얘기를 풀어갔으면 했는데 너무 겉핥기로 끝난느낌. 뻔~하게 진행되는 스토리도 너무 아쉽다	0
6632014	재미 없다	0
9841336	악마들이너무 약해 벡터맨인줄 한대 툭 꽥	0
9569074	와우!정말 재밌어요~!	1
8077755	나도 거기 있었다. 말도 안되는 선동영화	0
3907679	이런남편 대한민국에있다면..ㅠㅠ	1
9838535	너무 울어서 눈알이 아파요 감동 여운 ..ㅠ	1
9279528	우리나라가 만들었다고 생각하니 너무 기분이좋아요다른나라 들의 애니메이션의 특유에 그림체가아닌 자기만에 그림체와 그리고 높은퀄리티 또 아름다운 효과가 이렇게 어우러진것이 스토리상 과 참잘맞는거같아요 ost도 너무 마음에들어요근데 마지막이많이아쉬워요?	1
8765280	글케최악은아녔는데...삼년전촬영작품이라그런가..여진구는지금과다르게진짜어린이얼굴이여서놀랐당..강이석군,여진구군..연기가진짜좋았음..윤시윤이..제일어색했음....	0
2053856	지루함 ,	0
9255423	이도저도 아닌 쓰레기 영화! 시간이 아깝네	0
9841597	이게 평점이 5점이 넘는다니... 영화관에서 관람도중에 나왔던 첫영화입니다	0
852163	책보다의 설레임을 주진 못하지만 니 오네긴을 영상을 보다니!	1
4669541	ㅋㅋㅋㅋㅋ재밌당	1
8668665	어쩌라는거냐 어쩌자는거냐	0
3778583	일본 특유의 싱거움은 덜함, 감정표현하는 것을 이상하게 생각하는 민족, 일본	1
7102329	다시봐도질리지않는것같네요~	1
4015678	이게영화냐????	0
10209763	무섭다고 유명하길래 봤는데 옛날 영화라 그런가 그다지.... 토시오 화장 분칠 심함. 게다가 토시오 클로즈업 된 장면에서 아이라인 그려진거 보인 다음부턴 이 영화에 대한 기대를 버림. 아이라인이 참 삐뚤빼뚤하네....	0
8895322	시간낭비하게 만드는 영화 중 하나. 유치함.	0
9101303	이영화보다 무서운 영화 아직 못봤어...	1
7274330	아.. 스토리어쩔꺼야,,	0
9353652	이번 춤들은 예술성에 가까워다. 특히. 미술관인가? 에서의 씬이랑 직장인 씬의 군무 영상들은 진짜 소장하고싶고 실제로도 직접 봤으면 하는 바람...	1
4781880	당연히 10점 아닌가요?	1
9394254	드라마보면서 웃겨서 빵빵 터지는건 흔치않은데 그냥머 군더더기없이 잼있고만 개그프로그램들 무표정으로 보는사람인디 이 드라마는 각각 캐릭터들도 다 매력쩔고 웃기고 할아버지까지 최고임 시트콤보다 개그프로보다 잼있는데 시청률이 왜이런다냐 많이들보고 같이 웃길	1
8217855	양심없는영화 얼음강. 목숨걸고 나라를 지킨 군인들에게 혜택은 받으면서 본인은 의무를 않겠다는 x같은 설정. 양심에 털나서 총을 못 잡겠다고? 전경이나, 의무소방같은곳은 총을 안잡아도 된다. 양심가진 군인들을 바보로 만들지 말라. 써글것들.	0
3620428	재미있네. 액션신도 좋고.	1
9391455	긋굿구후구수구수수구구숫굿	1
8161755	좌익 빨갱이 영화는 1점	0
9974215	평점보고 낚임. 진짜 보면 개후회	0
10208601	너무너무 재밌어요 강추	1
4576756	이런걸 영화라고 만들다니...	0
3286293	애니메이션인데도 진짜 재밋는듯 ㅎㅎ 최고!	1
4568056	현실에도 저런게 있을까? 있는건가....... 말쎄다~ 말쎄여	0
8377142	정마 잼게 본거 같아용~애들보기도 좋고, 다큰 어른도 보기좋네요. 랄랄라랄랄라랄랄랄랄라~너무너무 기억나고 추억있는 노래네요. 강추합니다~	1
5780524	별로	0
3397622	그때로 돌아가고 있다.. 이 영화 1급공무원이 봤으면 한다.	1
9237716	보고있자니 우리나라가 무법천지같다. . 안그래도 돈만있음 못하는게 없는 나라지만 타인에게 저정도로 사건을 저지르는데 어디하나 해결은 없고 안그래도 법없는 나라 드라마까지 저러니 짜증난다. . .	0
6333625	네이버 평점에 0점의 도입이 시급하다	0
4541288	재밌다고 하는 사람들..보지 못한 사람들 골탕 먹이지 맙시다.최악의 영화요 정말..	0
7501117	다시보고싶은드라마....쩔..어...	1
10079114	으아아아아....할말을잃고 소리만 질러본다....유연석이랑 임수정을 이영화찍기전으로 돌려놔...라...초 저예산영화도 요즘 이것보다 시놉괜찮다...	0
6837267	왜 19금인지모르겠음 칸을믿고봄내용은 여기저기서 본것같은 장면들비슷하게나오지만 반전도좋았고 인도영화도 무시할건 못됨 재미있게봤어요	1
221906	좋음! 재미있음! 추천!	1
8521824	우리는 좀더 무언가를 자세히 보아야할 필요가 있다.	1
5534176	ㅡㅡ.. 40분 보다 잤나?	0
7859666	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
404667	대중성을 무시한 영화	0
9629111	6점대인이유가있다~~~	0
9022746	이영화 장르는 뭐냐? 판타지? 하이틴?코미디?한숨이 유치해서 한숨만나온다	0
9649424	그저 너무 좋은 영화다. 멋있다.	1
1751205	숀 빈 형님의 자태를 맘껏 볼 수 있으므로... 그냥 10점 쏜다.	1
8568904	권율 진짜 잘생겼어요천상여자 재미있어요 권율 덕분에 더 재미있고요♥o♥	1
9156501	니콜라스 밑고 보았다가 낭패만 본 영화	0
9180624	개를 좋아해서 본거 뿐이지. 영화 늑대개에 비해서는 아무 재미도 감동도 못느꼈다.. 더 최근에 나온 영화인데 옛날옛적 영화를 따라가지 못하다니.. 망작	0
9247831	이거까진 레전드엿죠ㅋㅋㅋ	1
9308664	원작의 감동을 20%도 재현하지 못한 졸작. OST 희재가 너무 뛰어나서 희재의 뮤직비디오로 보일 정도. 중간중간 너무 어색한 영화의 흐름과 뭉텅뭉텅 흘러가는 스토리는 몰입감을 떨어뜨린다.	0
2913551	서로 다른 사람들의 오묘한 만남.. 친구? 크흐..	1
9817824	17422명 봤는데 벌써 iptv로 풀었나보네 ㅋㅋㅋㅋ진짜 오지게 재미없나보다	0
6620800	고아라짱!	1
6809339	내 인생의 드라마.	1
276797	완벽한 액션과 유머 ^_^ 두 주인공의 사랑도 재밌습니다.	1
7119526	그냥 그랬음...	0
6409038	정말정말 감동적이고 잼있어요 너무 잼있개 봤어요 이런영화 정말 좋음	1
4473178	타베미카코짱!	1
3836295	아이들에게 관심을 갓자	0
4838304	너무 어설픈 구석이 많아서 일일이 지적하기조차 귀찮은 영화...	0
5690906	진짜 재미 없다.. 그냥 뭐가 이래 이런 생각만 든다.................	0
1907307	그냥 재미없고 어설픈 연출이 거슬렸다	0
4247283	이영에가 열연한 명작중하나..... 1년에 수차례씩 꼭 다시 보는 드라마	1
6410779	진짜 너무 귀여워요ㅋㅋㅋ내용전개도 빠르고 재밌어요	1
9143118	총맞으면 죽나 안죽나? 왜 지맘대로여??	0
8099206	재방송 보는데 여기 출연자들 왜케 말하는게 싼티나는지 애하고 보다가 도저히 못보겠어서 글남기네요 모델은 지적인부분은 안보나요? 정말 무식하고 막말하고 미국가서 나라망신에 휴~~도수코 절대안볼겁니다!!!!	0
10013046	점을 받은영화가 모두 콩이들어간건아니야 하지만 콩이들어간 영화는 2점을 받았다는걸 명심해	0
8152109	아무리 발버둥쳐도 어느 거리 이상 가까워질 수 없는, 그 사람이 싫은 게 아니라 본질적으로 너무나도 나와 다른 사람의 존재를 겪어보았다면 이 영화가 조금은 의미있게 다가올 듯 하다.	1
7119473	오마이갓 누가욕을스지마세여 신고하거 vedd님 차태현팬이데도반말슬거에여	1
10267274	이게 뭥미? 이건 머 감동도 없고 재미도 없고 개연성도 없고...1점도 아까운 영화..마이너스 5점 주구 싶다.	0
